"R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"Coastal South",25,"Junior high school",2000,"Fair",158,"Somewhat happy",168,"Junior high school",2000
"Coastal South",47,"Elementary school",300,"Fair",155,"Very happy",167,"Junior high school",1000
"Coastal South",30,"University",2000,"Excellent",160,"Very happy",171,"University",2000
"Coastal South",36,"Elementary school",400,"Excellent",160,"Very happy",170,"Elementary school",1000
"Coastal South",55,"Junior high school",500,"Fair",158,"Somewhat happy",165,"Senior high school",800
"Coastal South",40,"Junior high school",800,"Fair",156,"Somewhat happy",173,"Senior high school",2000
"Coastal South",45,"Senior high school",0,"Not good",164,"Somewhat happy",172,"Junior high school",1000
"Coastal South",36,"Junior high school",500,"Fair",156,"Somewhat happy",170,"Senior high school",700
"Coastal South",29,"Elementary school",40,"Fair",163,"Somewhat happy",174,"Junior high school",40
"Coastal South",45,"Senior high school",400,"Fair",155,"Somewhat happy",172,"Elementary school",600
"Coastal South",38,"Senior high school",1000,"Good",156,"Somewhat happy",170,"Senior high school",2000
"Coastal South",38,"Junior high school",0,"Fair",154,"Somewhat happy",175,"Senior high school",800
"Coastal South",21,"Junior high school",500,"Fair",154,"Somewhat happy",172,"Junior high school",600
"Coastal South",36,"Senior high school",500,"Good",162,"Somewhat happy",175,"Senior high school",700
"Coastal South",34,"Junior high school",500,"Excellent",155,"Very happy",167,"Junior high school",1000
"Coastal South",27,"Junior college",1000,"Good",163,"Somewhat happy",173,"University",2000
"Coastal South",28,"Elementary school",0,"Good",160,"Somewhat happy",170,"Junior high school",1000
"Coastal South",42,"Junior college",1000,"Good",172,"Somewhat happy",172,"Junior college",1000
"Coastal South",22,"Senior high school",2000,"Fair",165,"Somewhat happy",172,"Junior high school",10000
"Coastal South",39,"Junior high school",0,"Fair",163,"Very happy",165,"Junior college",2000
"Coastal South",47,"Junior high school",100,"Fair",168,"Very happy",169,"Senior high school",1000
"Coastal South",31,"Junior high school",500,"Not good",157,"Somewhat happy",165,"Senior high school",1000
"Coastal South",35,"Junior high school",300,"Fair",160,"Somewhat happy",170,"Junior high school",400
"Coastal South",26,"Elementary school",0,"Fair",158,"Somewhat happy",170,"Junior high school",1000
"Coastal South",24,"Junior high school",0,"Excellent",152,"Very happy",169,"Senior high school",1000
"Coastal South",26,"Senior high school",1000,"Good",162,"Very happy",172,"University",1000
"Coastal South",28,"Senior high school",0,"Fair",155,"Somewhat happy",167,"Junior high school",2000
"Coastal South",23,"Junior college",1000,"Good",163,"Somewhat happy",176,"University",1000
"Coastal South",36,"Junior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",500
"Coastal South",36,"Junior high school",0,"Good",163,"Somewhat happy",178,"Senior high school",2000
"Coastal South",31,"Junior high school",2000,"Good",161,"Somewhat happy",178,"Junior high school",3000
"Coastal South",32,"Junior college",1000,"Fair",152,"Somewhat happy",170,"Junior college",1000
"Coastal South",36,"Senior high school",1000,"Good",157,"Somewhat happy",175,"University",1000
"Coastal South",38,"Junior high school",0,"Fair",160,"Somewhat happy",175,"Junior high school",2000
"Coastal South",26,"Senior high school",1000,"Fair",159,"Somewhat happy",169,"Senior high school",4000
"Coastal South",42,"Senior high school",0,"Good",157,"Very happy",170,"Junior high school",1000
"Coastal South",47,"Senior high school",500,"Excellent",158,"Very happy",172,"Senior high school",900
"Coastal South",39,"Senior high school",800,"Fair",160,"Somewhat happy",173,"Junior college",1000
"Coastal South",31,"Senior high school",800,"Fair",160,"Somewhat happy",170,"Senior high school",1000
"Coastal South",50,"Junior college",1000,"Good",156,"Somewhat happy",170,"Senior high school",800
"Coastal South",31,"Junior high school",800,"Fair",164,"Somewhat happy",172,"Junior college",1000
"Coastal South",30,"Elementary school",2000,"Good",157,"Somewhat happy",170,"Junior high school",2000
"Coastal South",34,"Senior high school",2000,"Good",166,"Somewhat happy",178,"Junior high school",2000
"Coastal South",32,"Junior high school",0,"Good",159,"Somewhat happy",173,"Junior high school",1000
"Coastal South",41,"Senior high school",1000,"Fair",159,"Very happy",174,"Junior college",1000
"Coastal South",28,"Junior high school",400,"Good",155,"Very happy",160,"Senior high school",400
"Coastal South",40,"University",600,"Excellent",172,"Very happy",180,"University",8000
"Coastal South",40,"Junior high school",0,"Good",164,"Somewhat happy",173,"Elementary school",1000
"Coastal South",49,"Junior college",3000,"Excellent",158,"Somewhat happy",170,"Junior high school",600
"Coastal South",33,"Junior college",800,"Good",153,"Very happy",168,"Junior college",2000
"Coastal South",39,"Elementary school",6000,"Good",158,"Somewhat happy",175,"Elementary school",6000
"Coastal South",29,"Elementary school",0,"Good",156,"Somewhat happy",166,"Junior high school",900
"Coastal South",41,"Senior high school",400,"Fair",165,"Somewhat happy",173,"Elementary school",500
"Coastal South",29,"Junior high school",500,"Not good",160,"Somewhat happy",170,"Senior high school",1000
"Coastal South",57,"Elementary school",0,"Fair",162,"Very happy",170,"Junior high school",800
"Coastal South",37,"Junior high school",500,"Fair",170,"Not too happy",183,"Junior college",1000
"Coastal South",39,"Junior high school",50,"Fair",161,"Not too happy",173,"Elementary school",500
"Coastal South",45,"Senior high school",600,"Fair",150,"Very happy",175,"Senior high school",1000
"Coastal South",51,"Senior high school",600,"Good",166,"Somewhat happy",173,"Senior high school",800
"Coastal South",30,"University",1000,"Not good",167,"Somewhat happy",173,"University",800
"Coastal South",27,"Senior high school",500,"Fair",150,"Somewhat happy",160,"Junior high school",800
"Coastal South",58,"Junior high school",400,"Good",158,"Very happy",173,"Senior high school",800
"Coastal South",41,"Senior high school",1000,"Fair",162,"Somewhat happy",176,"Senior high school",1000
"Coastal South",26,"Junior high school",300,"Good",156,"Somewhat happy",162,"Junior college",300
"Coastal South",30,"Senior high school",400,"Not good",160,"Very happy",170,"Senior high school",500
"Coastal South",55,"Senior high school",1000,"Good",162,"Somewhat happy",165,"Junior college",1000
"Coastal South",50,"Junior high school",400,"Good",160,"Somewhat happy",163,"Senior high school",1000
"Coastal South",29,"Junior college",800,"Good",160,"Somewhat happy",175,"University",1000
"Coastal South",35,"Senior high school",400,"Not good",161,"Not too happy",168,"Senior high school",1000
"Coastal South",30,"Junior high school",4000,"Excellent",159,"Very happy",169,"University",300
"Coastal South",29,"Junior high school",0,"Excellent",155,"Somewhat happy",170,"Junior high school",2000
"Coastal South",30,"Junior college",1000,"Good",154,"Somewhat happy",168,"University",1000
"Coastal South",52,"Junior high school",300,"Fair",155,"Somewhat happy",170,"Junior college",400
"Coastal South",44,"Senior high school",300,"Fair",159,"Somewhat happy",175,"Senior high school",1000
"Coastal South",27,"Senior high school",700,"Not good",158,"Not too happy",171,"Senior high school",1000
"Coastal South",63,"Senior high school",1000,"Fair",152,"Somewhat happy",170,"University",1000
"Coastal South",48,"Elementary school",2000,"Excellent",158,"Somewhat happy",178,"Junior high school",1000
"Coastal South",39,"Never attended school",500,"Fair",158,"Somewhat happy",165,"Never attended school",600
"Coastal South",33,"Senior high school",400,"Fair",164,"Somewhat happy",171,"Junior high school",500
"Coastal South",30,"Elementary school",800,"Good",159,"Somewhat happy",175,"Elementary school",800
"Coastal South",25,"Elementary school",1000,"Excellent",158,"Very happy",169,"Elementary school",1000
"Coastal South",34,"Elementary school",1000,"Excellent",160,"Very happy",170,"Junior high school",1000
"Coastal South",25,"Elementary school",400,"Good",165,"Somewhat happy",180,"Senior high school",400
"Coastal South",26,"Elementary school",2000,"Good",156,"Somewhat happy",172,"Junior high school",2000
"Coastal South",23,"Senior high school",600,"Good",157,"Somewhat happy",173,"Senior high school",800
"Coastal South",32,"Elementary school",0,"Excellent",160,"Very happy",170,"Elementary school",1000
"Coastal South",37,"Elementary school",400,"Fair",156,"Not too happy",180,"Elementary school",400
"Coastal South",31,"Elementary school",600,"Excellent",158,"Somewhat happy",165,"Elementary school",600
"Coastal South",35,"Elementary school",900,"Excellent",154,"Somewhat happy",168,"Junior high school",900
"Coastal South",27,"Junior high school",0,"Good",156,"Somewhat happy",173,"Junior high school",1000
"Coastal South",26,"Junior high school",0,"Good",157,"Somewhat happy",168,"Junior high school",0
"Coastal South",29,"Junior high school",700,"Fair",159,"Not too happy",170,"Junior high school",600
"Coastal South",42,"Junior high school",0,"Fair",162,"Somewhat happy",169,"Junior high school",2000
"Coastal South",37,"Elementary school",400,"Good",162,"Somewhat happy",168,"Junior high school",400
"Coastal South",28,"Elementary school",0,"Good",160,"Very happy",173,"Elementary school",2000
"Coastal South",30,"Elementary school",200,"Good",160,"Very happy",172,"Elementary school",1000
"Coastal South",32,"Elementary school",400,"Good",156,"Somewhat happy",170,"Elementary school",400
"Coastal South",30,"Junior high school",400,"Good",150,"Somewhat happy",172,"Elementary school",700
"Coastal South",36,"Senior high school",1000,"Good",154,"Very happy",176,"Junior high school",1000
"Coastal South",34,"Junior high school",400,"Good",156,"Somewhat happy",167,"Senior high school",500
"Coastal South",26,"Junior high school",400,"Good",158,"Somewhat happy",170,"Senior high school",2000
"North",23,"Junior high school",400,"Fair",160,"Not too happy",173,"Senior high school",600
"North",51,"Elementary school",90,"Good",165,"Very happy",190,"Elementary school",90
"North",40,"Senior high school",3000,"Excellent",163,"Not too happy",180,"Junior high school",400
"North",29,"Senior high school",600,"Fair",166,"Somewhat happy",174,"Senior high school",1000
"North",43,"Elementary school",400,"Not good",150,"Somewhat happy",170,"Junior high school",400
"North",36,"Senior high school",400,"Good",154,"Somewhat happy",173,"Senior high school",400
"North",38,"Senior high school",800,"Good",161,"Somewhat happy",170,"Junior high school",800
"North",30,"Junior high school",400,"Not good",168,"Somewhat happy",178,"Junior high school",400
"North",36,"Junior high school",200,"Not good",160,"Somewhat happy",176,"Junior high school",200
"North",47,"Junior high school",200,"Fair",165,"Very happy",165,"Elementary school",600
"North",37,"Junior high school",0,"Excellent",160,"Not too happy",170,"Junior high school",300
"North",39,"Senior high school",1000,"Fair",165,"Somewhat happy",174,"Senior high school",1000
"North",45,"Junior high school",600,"Good",157,"Somewhat happy",175,"Elementary school",500
"North",48,"Elementary school",0,"Not good",155,"Somewhat happy",170,"Elementary school",1000
"North",45,"Junior high school",0,"Fair",154,"Not too happy",172,"Elementary school",900
"North",33,"Junior college",600,"Fair",158,"Not too happy",170,"Junior college",1000
"North",44,"Junior high school",300,"Good",156,"Very happy",175,"Elementary school",400
"North",46,"Elementary school",300,"Fair",164,"Somewhat happy",179,"Junior high school",200
"North",35,"Junior high school",600,"Good",164,"Somewhat happy",170,"Junior high school",0
"North",28,"Senior high school",300,"Excellent",150,"Very happy",178,"Senior high school",2000
"North",46,"Junior high school",500,"Fair",166,"Somewhat happy",176,"Junior high school",600
"North",37,"Senior high school",1000,"Good",156,"Very happy",170,"Senior high school",1000
"North",37,"Junior high school",500,"Good",164,"Somewhat happy",180,"Senior high school",800
"North",35,"Junior high school",400,"Good",159,"Somewhat happy",168,"Junior high school",500
"North",38,"Junior high school",300,"Fair",163,"Not too happy",163,"Junior college",1000
"North",38,"Junior high school",200,"Good",155,"Not too happy",175,"Junior high school",500
"North",36,"Senior high school",500,"Excellent",163,"Somewhat happy",176,"Junior high school",1000
"North",28,"Elementary school",400,"Good",145,"Somewhat happy",170,"Elementary school",400
"North",33,"Senior high school",600,"Good",156,"Somewhat happy",178,"Junior high school",2000
"North",57,"Elementary school",200,"Not good",155,"Not too happy",170,"Elementary school",200
"North",40,"Junior high school",600,"Excellent",155,"Somewhat happy",170,"Junior high school",600
"North",47,"Never attended school",0,"Good",155,"Somewhat happy",170,"Elementary school",200
"North",30,"Junior high school",800,"Excellent",168,"Somewhat happy",168,"Junior high school",800
"North",28,"Elementary school",300,"Excellent",158,"Very happy",170,"Junior high school",300
"North",35,"Elementary school",400,"Excellent",155,"Very happy",170,"Senior high school",400
"North",47,"Elementary school",300,"Excellent",164,"Very happy",175,"Elementary school",300
"North",27,"Elementary school",500,"Excellent",155,"Somewhat happy",171,"Junior high school",1000
"North",34,"Elementary school",400,"Excellent",159,"Somewhat happy",175,"Junior high school",400
"North",37,"Elementary school",200,"Fair",153,"Somewhat happy",174,"Junior high school",200
"North",44,"Elementary school",300,"Excellent",159,"Somewhat happy",160,"Elementary school",700
"North",48,"Elementary school",500,"Good",160,"Somewhat happy",175,"Elementary school",500
"North",48,"Elementary school",200,"Fair",155,"Somewhat happy",180,"Elementary school",200
"North",27,"Junior high school",600,"Excellent",158,"Somewhat happy",168,"Junior high school",2000
"North",39,"Never attended school",300,"Not good",162,"Somewhat happy",160,"Never attended school",300
"North",53,"Junior high school",200,"Good",158,"Somewhat happy",162,"Never attended school",200
"North",37,"Junior high school",400,"Excellent",158,"Somewhat happy",180,"Junior high school",400
"North",31,"Junior high school",400,"Excellent",164,"Very happy",173,"Elementary school",2000
"North",25,"Junior high school",500,"Excellent",170,"Very happy",178,"Junior high school",1000
"North",44,"Never attended school",300,"Excellent",160,"Very happy",170,"Senior high school",800
"North",43,"Senior high school",300,"Excellent",164,"Very happy",168,"Junior high school",300
"North",34,"Elementary school",700,"Excellent",155,"Somewhat happy",175,"Elementary school",900
"North",43,"Never attended school",200,"Excellent",167,"Somewhat happy",172,"Junior high school",2000
"North",27,"Junior high school",300,"Excellent",163,"Very happy",173,"Junior high school",1000
"North",32,"Junior high school",600,"Good",159,"Very happy",174,"Junior high school",2000
"North",37,"Elementary school",400,"Excellent",165,"Very happy",168,"Elementary school",1000
"Inlands",36,"Junior high school",200,"Fair",155,"Somewhat happy",174,"Elementary school",200
"Inlands",35,"Elementary school",500,"Fair",163,"Somewhat happy",175,"Junior high school",500
"Inlands",27,"Junior high school",200,"Good",160,"Somewhat happy",172,"Junior high school",200
"Inlands",34,"Junior high school",400,"Good",160,"Somewhat happy",167,"Junior high school",400
"Inlands",42,"Never attended school",200,"Not good",155,"Not too happy",165,"Senior high school",200
"Inlands",37,"Elementary school",600,"Excellent",155,"Very happy",172,"Elementary school",600
"Inlands",33,"Elementary school",0,"Fair",158,"Somewhat happy",175,"Junior high school",1000
"Inlands",34,"Elementary school",300,"Excellent",162,"Not too happy",170,"Junior high school",300
"Inlands",35,"Elementary school",300,"Excellent",158,"Very happy",170,"Elementary school",600
"Inlands",31,"Elementary school",300,"Fair",160,"Not too happy",170,"Elementary school",300
"Inlands",35,"Junior high school",200,"Excellent",159,"Very happy",178,"Junior high school",600
"Inlands",45,"Never attended school",2000,"Fair",165,"Somewhat happy",177,"Junior high school",2000
"Inlands",28,"Junior high school",500,"Excellent",155,"Somewhat happy",158,"Elementary school",500
"Inlands",43,"Never attended school",500,"Good",152,"Somewhat happy",170,"Never attended school",500
"Inlands",47,"Never attended school",400,"Good",156,"Somewhat happy",178,"Elementary school",400
"Inlands",50,"Elementary school",300,"Excellent",156,"Somewhat happy",172,"Junior high school",300
"Inlands",37,"Junior high school",600,"Excellent",168,"Very happy",170,"Senior high school",600
"Inlands",43,"Elementary school",600,"Good",157,"Somewhat happy",176,"Junior high school",600
"Inlands",57,"Never attended school",300,"Excellent",158,"Very happy",168,"Never attended school",100
"Inlands",37,"Elementary school",500,"Excellent",168,"Very happy",172,"Elementary school",500
"Inlands",31,"Elementary school",400,"Excellent",158,"Very happy",182,"Elementary school",400
"Inlands",35,"Junior high school",400,"Excellent",165,"Very happy",172,"Junior high school",700
"Inlands",33,"Junior high school",400,"Excellent",167,"Somewhat happy",180,"Junior high school",400
"Inlands",32,"Junior high school",200,"Fair",158,"Somewhat happy",172,"Junior high school",600
"Inlands",24,"Elementary school",200,"Excellent",167,"Very happy",180,"Junior high school",200
"Inlands",33,"Junior high school",500,"Excellent",165,"Very happy",175,"Junior high school",500
"Inlands",38,"Elementary school",200,"Good",150,"Somewhat happy",160,"Junior high school",700
"Inlands",35,"Junior high school",800,"Excellent",163,"Somewhat happy",173,"Junior high school",800
"Inlands",34,"Junior high school",600,"Excellent",162,"Somewhat happy",178,"Elementary school",600
"Inlands",30,"Elementary school",200,"Not good",165,"Somewhat happy",176,"Elementary school",900
"Inlands",49,"Never attended school",200,"Good",160,"Somewhat happy",163,"Senior high school",200
"Central West",25,"Junior high school",400,"Excellent",160,"Somewhat happy",180,"Senior high school",400
"Central West",37,"Junior high school",40,"Good",165,"Somewhat happy",172,"Junior high school",40
"Central West",32,"Junior high school",100,"Good",158,"Somewhat happy",165,"Junior high school",800
"Central West",44,"Junior high school",2000,"Not good",162,"Not too happy",170,"Senior high school",500
"Central West",30,"Junior high school",400,"Good",160,"Somewhat happy",172,"Junior high school",400
"Central West",48,"Never attended school",300,"Fair",158,"Somewhat happy",170,"Elementary school",300
"Central West",36,"Junior high school",500,"Good",157,"Somewhat happy",176,"Senior high school",500
"Central West",28,"Elementary school",500,"Good",167,"Somewhat happy",172,"Elementary school",500
"Central West",24,"Junior high school",200,"Good",165,"Somewhat happy",185,"Senior high school",200
"Central West",37,"Junior high school",400,"Good",160,"Somewhat happy",172,"Elementary school",400
"Central West",31,"Junior high school",200,"Good",155,"Somewhat happy",175,"Junior high school",200
"Central West",36,"Junior high school",300,"Excellent",160,"Somewhat happy",175,"Elementary school",300
"Central West",37,"Junior high school",400,"Excellent",169,"Somewhat happy",175,"Junior high school",400
"Central West",52,"Elementary school",60,"Fair",159,"Somewhat happy",180,"Junior high school",60
"Central West",30,"Senior high school",200,"Excellent",162,"Somewhat happy",170,"Junior high school",1000
"Central West",38,"Junior high school",300,"Fair",160,"Somewhat happy",180,"Senior high school",300
"Central West",26,"Junior high school",200,"Excellent",158,"Not too happy",175,"Junior high school",1000
"Central West",36,"Junior high school",400,"Fair",163,"Very happy",170,"Junior high school",400
"Central West",41,"Never attended school",400,"Not good",156,"Not too happy",180,"Junior high school",500
"Central West",31,"Junior high school",300,"Good",169,"Not too happy",180,"Junior high school",300
"Central West",34,"Elementary school",500,"Not good",160,"Somewhat happy",180,"Junior high school",500
"Central West",35,"Junior high school",500,"Good",162,"Somewhat happy",175,"Junior high school",500
"Central West",26,"Elementary school",300,"Good",168,"Somewhat happy",170,"Junior high school",300
"Central West",28,"Elementary school",300,"Good",170,"Somewhat happy",174,"Junior high school",300
"Central West",36,"Junior high school",600,"Good",166,"Somewhat happy",172,"Junior high school",600
"Central West",44,"Never attended school",400,"Good",164,"Somewhat happy",172,"Junior high school",400
"Central West",44,"Senior high school",0,"Excellent",159,"Very happy",172,"Junior high school",300
"Central West",35,"Junior high school",200,"Excellent",157,"Somewhat happy",170,"Junior high school",200
"Central West",42,"Junior high school",300,"Excellent",168,"Very happy",171,"Senior high school",300
"Central West",41,"Never attended school",500,"Excellent",164,"Very happy",166,"Senior high school",500
"Central West",42,"Never attended school",300,"Fair",165,"Somewhat happy",168,"Elementary school",300
"Northeast",56,"Senior high school",300,"Poor",163,"Somewhat happy",169,"Senior high school",0
"Northeast",39,"Senior high school",700,"Good",160,"Somewhat happy",168,"University",900
"Northeast",44,"Junior high school",0,"Fair",160,"Somewhat happy",172,"Senior high school",2000
"Northeast",46,"Junior high school",100,"Fair",160,"Somewhat happy",170,"Junior college",100
"Northeast",44,"Junior high school",400,"Fair",157,"Not too happy",175,"Junior high school",500
"Northeast",45,"Junior high school",300,"Good",166,"Somewhat happy",180,"Senior high school",800
"Northeast",32,"Junior college",600,"Good",156,"Somewhat happy",180,"Senior high school",600
"Northeast",37,"Junior high school",0,"Not good",159,"Somewhat happy",172,"Senior high school",600
"Northeast",52,"Junior high school",300,"Good",160,"Very happy",162,"Junior college",800
"Northeast",44,"Junior high school",200,"Fair",154,"Not too happy",175,"Junior high school",200
"Northeast",26,"Junior high school",0,"Excellent",170,"Not too happy",174,"University",600
"Northeast",38,"Junior high school",0,"Good",164,"Not too happy",180,"Junior high school",0
"Northeast",41,"Junior high school",100,"Excellent",158,"Somewhat happy",170,"Junior high school",500
"Northeast",37,"Junior high school",300,"Fair",160,"Somewhat happy",168,"Senior high school",400
"Northeast",36,"Junior high school",500,"Good",167,"Somewhat happy",167,"Junior high school",700
"Northeast",39,"Junior college",500,"Fair",159,"Very happy",174,"Junior college",600
"Northeast",40,"Senior high school",0,"Good",161,"Somewhat happy",176,"Senior high school",3000
"Northeast",62,"Senior high school",400,"Good",162,"Somewhat happy",173,"Senior high school",900
"Northeast",61,"Never attended school",200,"Good",156,"Somewhat happy",169,"Junior high school",500
"Northeast",62,"Never attended school",100,"Good",162,"Very happy",174,"Junior high school",600
"Northeast",33,"Junior college",400,"Good",167,"Somewhat happy",172,"Junior college",1000
"Northeast",30,"Senior high school",400,"Excellent",160,"Somewhat happy",172,"Junior high school",1000
"Northeast",34,"Junior high school",600,"Fair",159,"Not too happy",170,"Senior high school",600
"Northeast",37,"Junior high school",500,"Good",158,"Somewhat happy",171,"Junior high school",600
"Northeast",38,"Junior high school",90,"Not good",153,"Not too happy",172,"Elementary school",400
"Northeast",30,"Junior high school",500,"Good",155,"Somewhat happy",170,"Junior high school",500
"Northeast",57,"Junior high school",400,"Not good",154,"Somewhat happy",178,"Junior high school",300
"Northeast",37,"Junior high school",0,"Good",162,"Somewhat happy",173,"Senior high school",1000
"Northeast",47,"Senior high school",500,"Good",154,"Somewhat happy",175,"Senior high school",500
"Northeast",44,"Junior high school",300,"Good",158,"Somewhat happy",173,"Elementary school",400
"Northeast",20,"Junior high school",400,"Good",162,"Very happy",176,"Junior high school",400
"Northeast",54,"Elementary school",0,"Not good",155,"Somewhat happy",170,"Elementary school",500
"Northeast",46,"Junior high school",400,"Excellent",162,"Somewhat happy",178,"Junior high school",500
"Northeast",60,"Junior high school",400,"Not good",158,"Very happy",171,"Junior high school",600
"Northeast",45,"Junior college",400,"Not good",155,"Somewhat happy",171,"Senior high school",600
"Northeast",53,"Junior high school",300,"Good",162,"Somewhat happy",180,"University",20
"Northeast",27,"Senior high school",400,"Good",160,"Somewhat happy",175,"Senior high school",800
"Northeast",44,"Junior high school",100,"Fair",156,"Somewhat happy",172,"Senior high school",0
"Northeast",44,"Senior high school",300,"Fair",159,"Somewhat happy",170,"Senior high school",500
"Northeast",35,"Senior high school",200,"Not good",162,"Not too happy",173,"Senior high school",500
"Northeast",37,"Junior college",400,"Excellent",160,"Somewhat happy",170,"Junior college",400
"Northeast",41,"Junior high school",200,"Good",162,"Somewhat happy",190,"Junior college",1000
"Northeast",46,"Junior college",0,"Good",158,"Somewhat happy",172,"Junior high school",400
"Northeast",25,"Elementary school",700,"Good",160,"Very happy",170,"Senior high school",1000
"Northeast",32,"Senior high school",400,"Fair",159,"Very happy",181,"Senior high school",600
"Northeast",52,"Junior high school",100,"Fair",160,"Somewhat happy",161,"Senior high school",400
"Northeast",37,"Junior high school",600,"Good",160,"Somewhat happy",175,"Senior high school",400
"Northeast",27,"Junior college",2000,"Fair",164,"Somewhat happy",170,"Senior high school",2000
"Northeast",41,"Junior high school",500,"Fair",160,"Somewhat happy",164,"Junior high school",300
"Northeast",39,"Senior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",1000
"Northeast",43,"Junior college",10000,"Good",163,"Somewhat happy",178,"Junior college",900
"Northeast",28,"Junior high school",600,"Good",163,"Somewhat happy",170,"Junior high school",1000
"Northeast",40,"Elementary school",400,"Good",158,"Somewhat happy",175,"Junior high school",400
"Northeast",37,"Senior high school",400,"Good",159,"Somewhat happy",176,"Junior high school",1000
"Northeast",50,"Junior high school",0,"Good",165,"Somewhat happy",170,"University",1000
"Northeast",35,"Senior high school",500,"Excellent",160,"Somewhat happy",175,"Senior high school",300
"Northeast",56,"Elementary school",300,"Not good",160,"Somewhat happy",163,"Never attended school",400
"Northeast",62,"Junior high school",700,"Fair",155,"Somewhat happy",177,"Elementary school",800
"Northeast",32,"Junior high school",900,"Fair",168,"Somewhat happy",180,"Senior high school",1000
"Northeast",34,"Junior high school",400,"Good",163,"Somewhat happy",172,"Junior high school",700
"Northeast",48,"Junior high school",500,"Fair",157,"Somewhat happy",170,"Senior high school",700
"Northeast",42,"Senior high school",500,"Good",168,"Somewhat happy",184,"Junior college",1000
"Northeast",40,"Senior high school",100,"Fair",162,"Somewhat happy",171,"Senior high school",800
"Northeast",56,"Senior high school",700,"Fair",147,"Somewhat happy",167,"Senior high school",800
"Northeast",55,"Senior high school",900,"Fair",156,"Somewhat happy",178,"Senior high school",1000
"Northeast",26,"Junior high school",500,"Not good",162,"Somewhat happy",168,"Junior high school",800
"Northeast",63,"Never attended school",20,"Fair",158,"Somewhat happy",170,"Junior college",1000
"Northeast",53,"Never attended school",100,"Good",160,"Somewhat happy",171,"Senior high school",600
"Northeast",51,"Junior high school",600,"Good",153,"Not too happy",175,"Senior high school",600
"Northeast",30,"Junior college",700,"Good",163,"Somewhat happy",173,"Senior high school",800
"Northeast",28,"Junior college",500,"Good",160,"Not too happy",170,"Junior college",500
"Northeast",35,"University",600,"Fair",158,"Not too happy",170,"Senior high school",0
"Northeast",43,"Senior high school",700,"Excellent",154,"Very happy",163,"Senior high school",0
"Northeast",28,"Junior high school",400,"Excellent",153,"Very happy",170,"Senior high school",400
"Northeast",31,"Junior high school",3000,"Good",160,"Not too happy",170,"Junior high school",10000
"Northeast",37,"Junior high school",0,"Good",160,"Somewhat happy",170,"Junior high school",2000
"Northeast",39,"Senior high school",300,"Good",164,"Somewhat happy",176,"Senior high school",600
"Northeast",55,"Junior college",2000,"Good",160,"Very happy",170,"Junior college",1000
"Northeast",29,"Junior high school",600,"Excellent",157,"Somewhat happy",173,"Junior high school",800
"Northeast",46,"Junior high school",400,"Fair",157,"Somewhat happy",171,"Senior high school",800
"Northeast",42,"Senior high school",0,"Not good",158,"Not too happy",168,"Senior high school",700
"Northeast",33,"Junior high school",800,"Good",163,"Somewhat happy",160,"Junior high school",800
"Northeast",34,"Junior high school",300,"Good",167,"Somewhat happy",185,"Senior high school",300
"Northeast",32,"Junior high school",300,"Excellent",162,"Somewhat happy",173,"Elementary school",400
"Northeast",40,"Senior high school",100,"Excellent",160,"Somewhat happy",176,"Junior high school",500
"Northeast",47,"Never attended school",200,"Fair",165,"Somewhat happy",170,"Senior high school",0
"Northeast",40,"Junior high school",200,"Excellent",155,"Not too happy",172,"Junior high school",500
"Northeast",36,"Junior high school",40,"Not good",167,"Somewhat happy",180,"Senior high school",1000
"Northeast",42,"Elementary school",100,"Fair",158,"Somewhat happy",173,"Elementary school",600
"Northeast",32,"Junior high school",50,"Excellent",158,"Somewhat happy",178,"Senior high school",600
"Northeast",41,"Junior high school",100,"Good",165,"Somewhat happy",174,"Junior high school",2000
"Northeast",47,"Elementary school",200,"Excellent",155,"Very happy",173,"Elementary school",200
"Northeast",33,"Elementary school",300,"Fair",158,"Somewhat happy",170,"Junior high school",700
"Northeast",44,"Senior high school",300,"Good",165,"Somewhat happy",175,"Junior high school",500
"Northeast",31,"Elementary school",200,"Good",162,"Somewhat happy",176,"Junior high school",200
"Northeast",43,"Elementary school",400,"Good",160,"Somewhat happy",170,"Elementary school",300
"Northeast",29,"Elementary school",200,"Good",162,"Somewhat happy",164,"Junior high school",300
"Northeast",43,"Senior high school",200,"Good",163,"Somewhat happy",172,"Senior high school",200
"Northeast",40,"Elementary school",600,"Good",156,"Somewhat happy",178,"Elementary school",600
"Northeast",44,"Elementary school",300,"Good",156,"Somewhat happy",170,"Junior high school",300
"Northeast",37,"Elementary school",700,"Good",164,"Somewhat happy",176,"Junior high school",700
"Northeast",31,"Elementary school",400,"Excellent",159,"Somewhat happy",169,"Junior high school",400
"Northeast",44,"Elementary school",20,"Not good",158,"Somewhat happy",168,"Elementary school",20
"Northeast",36,"Senior high school",300,"Good",166,"Somewhat happy",173,"Elementary school",500
"Northeast",38,"Senior high school",300,"Excellent",163,"Very happy",172,"Elementary school",300
"Northeast",50,"Elementary school",60,"Fair",159,"Somewhat happy",169,"Junior high school",600
"Northeast",43,"Elementary school",80,"Not good",162,"Somewhat happy",164,"Junior high school",80
"Northeast",36,"Junior high school",600,"Fair",159,"Somewhat happy",162,"Junior high school",600
